Mask	Count	Complexity	Length
?u?l?l?l?l?l?d?d	1697682	3.0	8.0
?u?l?l?l?d?d?d?d	1141611	3.0	8.0
?u?l?l?l?l?l?l?d?d	1141059	3.0	9.0
?u?l?l?l?l?d?d?d?d	1137770	3.0	9.0
?u?l?l?l?l?l?d?d?d?d	1136662	3.0	10.0
?u?l?l?l?l?l?l?l?d?d	969782	3.0	10.0
?u?l?l?l?l?l?l?d	798025	3.0	8.0
?u?l?l?l?l?d?d?d	782819	3.0	8.0
?u?l?l?l?l?l?d?d?d	745168	3.0	9.0
?u?l?l?l?l?l?l?l?d	737318	3.0	9.0
?u?l?l?l?l?l?l?d?d?d?d	595299	3.0	11.0
?l?l?l?l?l?l?s?d?d	503273	3.0	9.0
?u?l?l?l?l?l?l?l?l?d?d	501809	3.0	11.0
?u?l?l?l?l?l?l?d?d?d	488640	3.0	10.0
?u?l?l?l?l?l?l?l?l?d	484802	3.0	10.0
?u?l?l?l?l?d?d	453529	3.0	7.0
?l?l?l?l?l?s?d?d	442867	3.0	8.0
?u?l?l?l?l?l?l?l?d?d?d?d	392890	3.0	12.0
?l?l?l?l?l?l?l?s?d?d	380688	3.0	10.0
?l?l?l?l?l?l?d?d?s	312314	3.0	9.0
?u?l?l?l?l?l?l?l?d?d?d	309080	3.0	11.0
?u?l?l?l?l?l?l?l?l?l?d	305688	3.0	11.0
?l?l?l?l?l?l?s?d	294639	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?d?d	293707	3.0	12.0
?u?l?l?l?l?l?d	278771	3.0	7.0
?u?l?d?d?d?d?d?d	270564	3.0	8.0
?l?l?l?l?s?d?d?d?d	264487	3.0	9.0
?l?l?l?l?l?s?d?d?d?d	257348	3.0	10.0
?l?l?l?l?s?d?d	255450	3.0	7.0
?l?l?l?l?l?l?l?l?s?d	252209	3.0	10.0
?u?l?l?l?d?d	228775	3.0	6.0
?l?l?l?l?l?l?l?s?d	228580	3.0	9.0
?l?l?l?l?l?l?s?d?d?d	223568	3.0	10.0
?u?l?l?l?d?d?d	219147	3.0	7.0
?l?l?l?l?l?l?l?d?d?s	215986	3.0	10.0
?l?l?l?s?d?d?d?d	212089	3.0	8.0
?u?l?l?d?d?d?d	199763	3.0	7.0
?u?l?l?d?d?d?d?d?d	199598	3.0	9.0
?l?l?l?l?l?s?d?d?d	193881	3.0	9.0
?u?l?l?l?l?l?l?l?l?d?d?d?d	193289	3.0	13.0
?l?l?l?l?l?d?d?s	182262	3.0	8.0
?l?l?l?l?s?d?d?d	179359	3.0	8.0
?u?l?l?l?l?l?l?l?l?d?d?d	178971	3.0	12.0
?u?l?l?l?d?d?d?d?d?d	175912	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?l?d	173839	3.0	12.0
?l?l?l?l?l?l?s?d?d?d?d	169970	3.0	11.0
?u?l?l?l?l?d	165066	3.0	6.0
?u?l?l?l?l?l?d?d?s	164539	4.0	9.0
?l?l?l?l?l?l?d?s	164181	3.0	8.0
?l?l?l?l?l?l?l?l?s?d?d	155040	3.0	11.0
?l?l?l?l?l?l?l?d?s	155029	3.0	9.0
?u?l?l?d?d?d?d?d	153703	3.0	8.0
?l?l?l?l?l?s?d	153385	3.0	7.0
?l?l?l?l?l?l?l?l?d?s	152463	3.0	10.0
?l?l?l?l?d?d?d?d?s	152301	3.0	9.0
?u?l?l?l?l?d?d?d?d?d?d	148248	3.0	11.0
?u?l?l?l?l?d?d?d?d?d	146660	3.0	10.0
?l?l?l?l?l?d?d?d?d?s	146531	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?l?d?d	134664	3.0	13.0
?u?l?l?l?d?d?d?d?d	132215	3.0	9.0
?l?l?l?l?l?l?d?d?d?s	130577	3.0	10.0
?l?l?l?u?u?u?d?d?d	128913	3.0	9.0
?u?l?l?l?l?l?s?d?d	126290	4.0	9.0
?l?l?l?s?d?d	123456	3.0	6.0
?u?l?l?l?l?l?d?d?d?d?d?d	122351	3.0	12.0
?l?l?l?l?l?d?d?d?s	116880	3.0	9.0
?u?l?l?l?l?l?d?d?d?d?d	112083	3.0	11.0
?u?l?l?l?l?l?l?d?d?s	106470	4.0	10.0
?l?l?l?l?l?l?l?s?d?d?d?d	105133	3.0	12.0
?l?l?l?l?l?l?l?l?d?d?s	104097	3.0	11.0
?u?l?l?l?l?l?l?l?l?l?d?d?d?d	103248	3.0	14.0
?u?l?d?d?d?d?d?d?d?d	102833	3.0	10.0
?l?l?l?l?l?l?d?d?d?d?s	102095	3.0	11.0
?l?l?l?s?d?d?d	98131	3.0	7.0
?u?l?l?l?l?s?d?d	97287	4.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?l?d	95546	3.0	13.0
?l?l?l?l?d?d?s	94916	3.0	7.0
?l?l?l?d?d?d?d?s	94445	3.0	8.0
?u?l?l?d?d?d	92532	3.0	6.0
?u?l?l?l?l?l?l?l?l?l?d?d?d	90845	3.0	13.0
?l?l?l?l?l?l?l?s?d?d?d	90355	3.0	11.0
?l?l?l?l?s?d	89610	3.0	6.0
?l?l?l?l?l?l?l?l?l?s?d?d	86441	3.0	12.0
?u?l?d?d?d?d	84757	3.0	6.0
?u?l?l?l?l?l?l?s?d?d	83418	4.0	10.0
?u?l?l?l?l?l?s?d	83361	4.0	8.0
?d?d?d?d?u?l?l?l	83242	3.0	8.0
?u?l?l?l?d?d?d?d?s	82354	4.0	9.0
?d?d?d?d?d?d?u?l	82340	3.0	8.0
?u?l?l?l?l?d?d?d?d?s	80617	4.0	10.0
?d?s?d?d?d?d?d?u?s?d?d	80526	3.0	11.0
?l?d?l?s?d?l	79427	3.0	6.0
?l?l?l?l?d?d?d?s	78921	3.0	8.0
?u?l?l?l?l?l?l?l?d?d?s	76434	4.0	11.0
?u?l?l?l?l?s?d?d?d?d	76299	4.0	10.0
?u?l?l?l?l?l?l?d?s	75311	4.0	9.0
?u?l?l?l?l?l?d?d?d?d?s	73646	4.0	11.0
?u?l?l?l?s?d?d?d?d	72686	4.0	9.0
?u?l?l?l?l?l?l?l?l?l?l?l?d?d	72287	3.0	14.0
?l?l?l?l?l?l?l?l?s?d?d?d?d	69854	3.0	13.0
?u?l?l?l?l?l?l?l?d?s	68475	4.0	10.0
?d?d?u?l?l?l?l?l	67273	3.0	8.0
?l?l?l?l?l?d?s	66922	3.0	7.0
?u?l?l?l?l?l?l?s?d	66456	4.0	9.0
?d?u?l?l?l?l?l?l	66142	3.0	8.0
?u?l?d?d?d?d?d?d?d	64133	3.0	9.0
?u?l?l?l?l?l?l?d?d?d?d?d	63374	3.0	12.0
?u?l?l?l?l?l?d?d?d?s	62834	4.0	10.0
?u?l?l?l?d?d?d?d?d?d?d?d	62637	3.0	12.0
?u?l?l?l?l?l?s?d?d?d?d	62382	4.0	11.0
?u?l?l?l?l?d?d?d?s	61954	4.0	9.0
?l?l?l?l?l?l?l?l?s?d?d?d	61642	3.0	12.0
?u?l?l?l?l?d?d?s	61088	4.0	8.0
?u?l?l?u?l?l?d?d	60669	3.0	8.0
?u?u?u?l?l?l?d?d	59884	3.0	8.0
?u?l?l?l?l?s?d?d?d	59008	4.0	9.0
?u?l?l?d?d?d?d?d?d?d?d	58779	3.0	11.0
?d?d?d?d?u?l?l?l?l	58689	3.0	9.0
?l?l?l?l?l?l?l?d?d?d?s	57944	3.0	11.0
?u?l?l?l?l?l?l?d?d?d?d?d?d	57388	3.0	13.0
?l?l?s?d?d?d?d	56831	3.0	7.0
?u?l?l?l?l?l?s?d?d?d	56031	4.0	10.0
?u?l?l?l?l?l?d?s	55567	4.0	8.0
?l?l?l?l?l?l?l?l?l?s?d	55049	3.0	11.0
?l?l?l?l?l?l?l?d?d?d?d?s	54472	3.0	12.0
?l?l?l?l?l?u?u?d?d	53827	3.0	9.0
?l?l?l?l?l?l?l?l?l?d?s	53111	3.0	11.0
?l?l?l?l?l?l?l?l?l?d?d?s	53100	3.0	12.0
?u?l?l?l?l?l?l?l?s?d	53024	4.0	10.0
?u?l?l?l?l?l?l?l?s?d?d	51842	4.0	11.0
?u?l?l?d?d?l?l?l	50792	3.0	8.0
?u?u?l?l?l?l?d?d	50716	3.0	8.0
?u?l?l?l?d?l?l?l	50602	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?d?d?d?d	50591	3.0	15.0
?u?l?l?l?u?l?l?l?d?d	50549	3.0	10.0
?u?l?l?l?l?d?d?d?d?d?d?d?d	50330	3.0	13.0
?d?d?d?d?u?l?l?l?l?l	49983	3.0	10.0
?l?l?l?l?l?l?d?d?s?s	48870	3.0	10.0
?u?l?l?d?l?l?l?l	48541	3.0	8.0
?l?l?l?s?d?d?d?d?d?d	48497	3.0	10.0
?u?l?l?l?l?l?d?l	47674	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d	47087	3.0	14.0
?u?d?l?l?l?l?l?l	47031	3.0	8.0
?u?l?l?l?l?l?l?s	46562	3.0	8.0
?u?l?l?l?s?d?d?d	46516	4.0	8.0
?u?u?l?l?d?d?d?d	46373	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?s?d?d	46364	3.0	13.0
?u?l?l?l?l?l?l?l?l?l?l?d?d?d	46104	3.0	14.0
?u?l?u?l?d?d?d?d	46018	3.0	8.0
?d?d?d?d?d?d?d?d?u?l	45778	3.0	10.0
?u?l?l?l?l?l?l?l?s	45756	3.0	9.0
?u?l?l?l?l?u?d?d	45383	3.0	8.0
?u?l?l?d?d?d?d?d?d?d	45156	3.0	10.0
?d?u?l?l?l?l?l?l?l	44452	3.0	9.0
?l?l?l?s?l?l?l?d?d	44027	3.0	9.0
?u?d?d?d?d?d?d?l	43579	3.0	8.0
?u?l?l?l?l?d?l?l	43249	3.0	8.0
?d?d?d?d?d?d?s?l?l?l?l?s?l?l?l?l?d?s?l?l?l?s?l?l?l?a?s?s	42629	3.0	28.0
?d?l?u?l?u?l?u	42397	3.0	7.0
?u?l?l?s?d?d?d?d	42071	4.0	8.0
?l?d?u?l?u?l?u	41808	3.0	7.0
?l?l?l?d?d?u?u?l?l	41759	3.0	9.0
?l?l?l?l?l?l?l?l?d?d?d?s	41695	3.0	12.0
?l?l?l?d?d?d?s	41691	3.0	7.0
?u?d?l?l?u?l?u	41288	3.0	7.0
?u?l?l?l?d?d?d?d?d?d?d	40843	3.0	11.0
?u?l?l?l?l?l?l?l?l?d?s	40623	4.0	11.0
?d?d?u?l?l?l?l?l?l	40496	3.0	9.0
?u?l?l?l?l?l?l?d?d?d?d?s	39903	4.0	12.0
?u?l?l?l?l?l?d?d?d?d?d?d?d?d	39630	3.0	14.0
?d?u?l?l?u?l?u	39095	3.0	7.0
?u?l?d?l?u?l?u	38895	3.0	7.0
?l?u?d?l?u?l?u	38503	3.0	7.0
?u?l?l?l?l?l?l?l?l?d?d?s	38391	4.0	12.0
?l?l?l?l?l?l?l?l?l?s?d?d?d?d	38261	3.0	14.0
?l?l?l?d?d?s	38239	3.0	6.0
?u?l?l?l?l?l?l?l?l?s	37861	3.0	10.0
?u?l?l?l?l?l?l?d?d?d?s	37756	4.0	11.0
?l?l?l?l?d?s	37479	3.0	6.0
?l?l?l?l?s?l?l?l?l?d	37443	3.0	10.0
?s?l?l?l?l?l?l?d?d	37382	3.0	9.0
?u?l?l?l?l?l?l?l?d?d?d?d?d	37096	3.0	13.0
?d?l?u?u?l?l?u	36712	3.0	7.0
?d?s?d?d?d?d?d?u	36418	3.0	8.0
?u?l?l?l?l?d?d?d?d?d?d?d	36334	3.0	12.0
?d?d?d?u?l?l?l?l	36171	3.0	8.0
?u?l?l?l?l?l?s	36000	3.0	7.0
?u?l?l?l?l?l?l?l?d?d?d?d?d?d	35851	3.0	14.0
?l?d?u?u?l?l?u	35554	3.0	7.0
?l?l?l?l?l?l?l?l?d?d?d?d?s	35535	3.0	13.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d?d	35421	3.0	15.0
?u?l?l?l?l?l?l?s?d?d?d?d	35277	4.0	12.0
?l?l?l?l?s?d?d?d?d?d	35083	3.0	10.0
?u?l?l?l?d?l?l?l?l	35061	3.0	9.0
?l?l?l?l?l?u?d?d	34770	3.0	8.0
?d?l?u?l?u?u?l	34632	3.0	7.0
?d?d?d?d?d?d?u?l?l	34578	3.0	9.0
?l?d?u?l?u?u?l	34139	3.0	7.0
?u?l?l?l?l?l?l?l?l?l?s	34005	3.0	11.0
?u?d?l?u?l?l?u	33722	3.0	7.0
?l?l?l?l?l?l?u?d	33661	3.0	8.0
?u?d?l?l?u?u?l	33438	3.0	7.0
?l?l?l?l?l?l?l?l?l?s?d?d?d	33300	3.0	13.0
?l?l?l?d?d?d?d?d?d?s	33146	3.0	10.0
?u?l?l?l?d?l	32754	3.0	6.0
?u?l?l?l?l?l?l?s?d?d?d	32726	4.0	11.0
?d?d?d?d?d?d?d?u?l	32087	3.0	9.0
?u?l?d?l?u?u?l	32010	3.0	7.0
?l?u?d?l?u?u?l	32005	3.0	7.0
?d?u?l?l?u?u?l	32005	3.0	7.0
?d?u?l?u?l?l?u	31981	3.0	7.0
?u?u?l?l?l?l?l?d?d	31851	3.0	9.0
?s?l?l?l?l?l?d?d	31760	3.0	8.0
?l?s?l?l?l?l?d?d	31719	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?s?d	31638	3.0	12.0
?u?l?l?d?l?l	31469	3.0	6.0
?u?l?d?u?l?l?u	31420	3.0	7.0
?l?l?l?l?d?d?s?s	31106	3.0	8.0
?l?l?l?s?l?l?l?d	31034	3.0	8.0
?l?u?d?u?l?l?u	30757	3.0	7.0
?d?d?u?l?l?l?l?l?l?l	30683	3.0	10.0
?d?d?u?l?l?l?d?d	30615	3.0	8.0
?u?l?l?l?l?u?l?l?l?d?d	30586	3.0	11.0
?l?l?l?l?l?l?d?d?u	29957	3.0	9.0
?l?l?l?l?s?d?d?d?d?d?d	29584	3.0	11.0
?d?d?d?d?d?d?u?l?l?l	29576	3.0	10.0
?l?l?l?l?l?l?l?l?l?l?d?s	29391	3.0	12.0
?l?l?d?d?d?d?d?d?s	29347	3.0	9.0
?l?l?l?s?l?l?l?l?d?d	29283	3.0	10.0
?u?l?l?l?u?l?l?l?d	29281	3.0	9.0
?d?d?d?d?d?d?l?u	29036	3.0	8.0
?l?l?l?l?s?l?l?l?d?d	28851	3.0	10.0
?l?l?l?l?l?l?l?l?l?l?d?d?s	28764	3.0	13.0
?u?l?d?l?l?l?l?l	28693	3.0	8.0
?u?l?l?d?l?l?l?d	28574	3.0	8.0
?u?l?l?u?l?l?d?d?d?d	28573	3.0	10.0
?l?l?s?d?d?d?d?d?d	28571	3.0	9.0
?d?l?u?u?l?u?l	28494	3.0	7.0
?d?d?u?l?l?l?l?d?d	28494	3.0	9.0
?u?l?l?l?l?u?l?l?l?l?d?d	28431	3.0	12.0
?l?l?l?l?d?d?d?d?s?s	28395	3.0	10.0
?d?u?l?l?l?l?l?l?l?l	28367	3.0	10.0
?l?l?l?l?d?d?d?d?u?u	28195	3.0	10.0
?s?l?l?l?l?l?l?d	28164	3.0	8.0
?u?l?d?d?d?d?d	28058	3.0	7.0
?u?l?l?l?d	28028	3.0	5.0
?u?l?l?l?u?l?l?l?l?d?d	28021	3.0	11.0
?l?l?d?d?d?d?s	27947	3.0	7.0
?d?d?u?l?l?l?l?l?d?d	27923	3.0	10.0
?u?d?l?l?l?l	27916	3.0	6.0
?d?u?l?l?l?l?l?d	27912	3.0	8.0
?d?d?d?u?l?l?l?l?l	27858	3.0	9.0
?l?d?u?u?l?u?l	27734	3.0	7.0
?u?l?l?l?l?l?d?d?l	27732	3.0	9.0
?s?l?l?l?l?l?l?l?d?d	27689	3.0	10.0
?d?d?d?d?u?l?l?l?l?l?l	27521	3.0	11.0
?d?d?d?d?d?d?s?l	27121	3.0	8.0
?d?d?d?d?s?l?l?l	26996	3.0	8.0
?u?l?l?l?l?l?l?l?l?s?d	26807	4.0	11.0
?s?d?l?l?l?l?l?l?l?l	26798	3.0	10.0
?u?d?l?u?l?u?l	26316	3.0	7.0
?u?l?l?d?d?d?d?s	26133	4.0	8.0
?u?l?l?l?l?d?d?l	26062	3.0	8.0
?u?l?l?l?l?l?l?d?l	26061	3.0	9.0
?u?l?l?u?l?l?l?d?d	26056	3.0	9.0
?l?l?l?l?l?d?d?s?s	26010	3.0	9.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?l?d	25917	3.0	15.0
?d?l?l?l?l?l?l?s	25890	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?l?d?d?d	25814	3.0	15.0
?d?u?l?u?l?u?l	25814	3.0	7.0
?l?l?s?d?d?d	25712	3.0	6.0
?u?l?l?l?l?l?l?l?l?s?d?d	25704	4.0	12.0
?d?l?u?l?l?u?u	25620	3.0	7.0
?l?d?u?l?l?u?u	25558	3.0	7.0
?u?l?l?l?l?l?d?d?d?d?d?d?d	25506	3.0	13.0
?u?l?d?u?l?u?l	25300	3.0	7.0
?u?l?l?l?l?l?l?l?d?d?d?s	25261	4.0	12.0
?l?l?l?l?l?l?d?u	25142	3.0	8.0
?u?l?l?l?l?l?u?d?d	25142	3.0	9.0
?l?l?l?l?s?l?l?l?l?d?d	24910	3.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?s?d?d	24908	3.0	14.0
?u?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	24876	3.0	16.0
?l?l?l?s?d?d?d?d?d	24591	3.0	9.0
?l?u?d?u?l?u?l	24541	3.0	7.0
?u?l?l?l?l?l?l?l?d?d?d?d?s	24538	4.0	13.0
?u?l?l?l?d?d?d?s	24418	4.0	8.0
?l?l?l?l?l?d?d?s?d?d	24240	3.0	10.0
?l?l?s?l?l?l?l?d?d	24095	3.0	9.0
?u?l?l?l?d?d?l?l	24020	3.0	8.0
?u?l?d?l?l?l	23835	3.0	6.0
?u?l?l?l?l?s?d	23813	4.0	7.0
?u?d?l?l?l?u?u	23680	3.0	7.0
?d?u?l?l?l?l?l	23612	3.0	7.0
?u?l?l?l?u?l?l?d?d	23607	3.0	9.0
?l?u?u?u?u?u?d?d	23525	3.0	8.0
?d?d?d?d?s?l?l?l?l	23477	3.0	9.0
?u?l?l?l?s?d?d	23290	4.0	7.0
?l?l?l?l?l?l?l?l?l?d?d?d?s	22835	3.0	13.0
?u?u?l?l?l?l?l?l?d?d	22763	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?d?s	22642	4.0	12.0
?l?l?l?l?l?s?d?d?d?d?d?d	22569	3.0	12.0
?u?l?l?l?l?d?l?l?l	22564	3.0	9.0
?u?l?l?l?l?d?l?l?l?l	22440	3.0	10.0
?s?l?l?l?l?l?l?l?l?d	22292	3.0	10.0
?l?l?l?l?l?l?d?s?d	22268	3.0	9.0
?l?l?l?l?l?l?l?u?d	22092	3.0	9.0
?s?l?l?l?l?l?l?l?d	22049	3.0	9.0
?u?d?d?d?d?d?d?d?d?l	22036	3.0	10.0
?l?l?l?l?d?d?s?d?d	21948	3.0	9.0
?u?l?l?l?l?l?u?d	21941	3.0	8.0
?u?l?u?l?u?l?d?d	21764	3.0	8.0
?d?u?l?l?l?u?u	21746	3.0	7.0
?s?d?l?l?l?l?l?l	21684	3.0	8.0
?l?s?l?l?l?l?l?d?d	21514	3.0	9.0
?u?u?l?l?l?d?d?d?d	21461	3.0	9.0
?u?u?l?l?l?l?l?d	21387	3.0	8.0
?u?d?l?l?l?l?l?l?l	21288	3.0	9.0
?d?d?d?d?d?d?d?d?s?l	21247	3.0	10.0
?u?l?d?l?l?d	21203	3.0	6.0
?u?u?l?l?l?d?d?d	21187	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?s?d?d?d?d	21180	3.0	15.0
?u?l?l?l?l?l?l?l?l?l?l?s	21179	3.0	12.0
?d?d?d?d?d?d?s?l?l	21153	3.0	9.0
?u?d?l?d?l?d?l?d	21143	3.0	8.0
?d?d?u?l?l?l?l	21117	3.0	7.0
?u?l?d?l?l?u?u	20942	3.0	7.0
?u?l?l?l?l?u?l?l?d?d	20936	3.0	10.0
?d?l?l?l?l?l?l?l?s	20915	3.0	9.0
?u?l?l?l?u?l?l?d	20906	3.0	8.0
?d?l?u?u?u?l?l	20900	3.0	7.0
?l?l?s?l?l?l?d?d	20899	3.0	8.0
?u?u?l?l?l?l?d?d?d?d	20861	3.0	10.0
?l?u?d?l?l?u?u	20851	3.0	7.0
?l?u?d?u?d?l?u?u	20830	3.0	8.0
?u?l?l?l?l?l?l?d?d?d?d?d?d?d?d	20796	3.0	15.0
?l?l?l?l?s?l?l?d?d	20772	3.0	9.0
?l?s?d?d?d?d?d?d	20759	3.0	8.0
?l?l?l?l?l?d?s?d	20692	3.0	8.0
?u?l?l?u?d?d?d?d	20606	3.0	8.0
?u?u?u?l?l?l?d?d?d	20535	3.0	9.0
?l?d?u?u?u?l?l	20512	3.0	7.0
?d?d?d?d?s?l?l?l?l?l	20447	3.0	10.0
?u?l?l?l?l?l?d?l?l	20413	3.0	9.0
?l?l?l?u?u?d	20406	3.0	6.0
?u?u?u?l?l?l?d?d?d?d	20396	3.0	10.0
?d?d?d?d?d?d?u?l?l?l?l	20180	3.0	11.0
?u?l?l?u?l?l?l?d	20160	3.0	8.0
?u?l?l?l?u?l?l?l?d?d?d?d	20080	3.0	12.0
?u?l?l?l?l?l?l?l?s?d?d?d	20023	4.0	12.0
?l?l?l?l?s?l?l?l?d	19958	3.0	9.0
?u?l?l?d?d?d?d?d?s	19933	4.0	9.0
?s?l?l?l?l?d?d?d?d	19923	3.0	9.0
?u?l?l?l?l?l?l?l?s?d?d?d?d	19920	4.0	13.0
?u?l?l?l?l?u?d?d?d?d	19896	3.0	10.0
?l?l?l?s?l?l?l?l?d	19870	3.0	9.0
?l?l?l?s?l?l?d?d	19864	3.0	8.0
?l?s?l?l?l?d?d	19858	3.0	7.0
?u?l?l?l?l?l?l?l?l?l?d?d?s	19806	4.0	13.0
?l?l?l?l?s?l?d?d	19648	3.0	8.0
?l?l?l?l?l?l?u?d?d	19635	3.0	9.0
?d?d?s?l?l?l?l?l	19592	3.0	8.0
?l?l?s?l?l?l?l?l?d?d	19563	3.0	10.0
?l?d?d?d?d?d?d?s	19504	3.0	8.0
?l?l?l?l?l?l?s?s?d?d	19450	3.0	10.0
?d?s?l?l?l?l?l?l	19450	3.0	8.0
?u?l?d?d?d?d?d?d?d?d?d?d	19437	3.0	12.0
?u?l?l?d?d	19436	3.0	5.0
?d?d?d?d?d?d?s?l?l?l	19395	3.0	10.0
?u?l?l?l?l?l?l?l?l?d?d?d?d?d	19347	3.0	14.0
?u?l?l?l?l?u?l?l?l?d	19232	3.0	10.0
?u?d?l?u?u?l?l	19093	3.0	7.0
?l?l?l?l?l?s?d?d?d?d?d	19056	3.0	11.0
?u?l?d?d?d?d?d?d?d?d?d	19052	3.0	11.0
?d?d?d?d?d?d?d?d?u?l?l?l	19029	3.0	12.0
?d?d?d?d?u?l?l	18872	3.0	7.0
?l?l?l?l?l?l?l?l?l?l?s?d?d?d	18840	3.0	14.0
?l?s?l?d?d?d?d	18830	3.0	7.0
?d?d?d?d?d?d?s?l?l?l?l?l?l?l?l?l?l?l?l	18798	3.0	19.0
?u?l?l?l?l?l?u?l?l?l?d?d	18785	3.0	12.0
?l?l?l?l?l?l?l?d?s?d	18769	3.0	10.0
?s?l?l?l?l?l?d?d?d?d	18650	3.0	10.0
?u?l?d?d?d?d?l?l	18634	3.0	8.0
?u?l?l?u?l?l?l?l?d?d	18545	3.0	10.0
?l?l?l?l?u?d	18544	3.0	6.0
?d?d?d?u?l?l?l?l?l?l	18542	3.0	10.0
?u?l?l?l?u?d?d?d?d	18320	3.0	9.0
?l?l?l?l?l?l?s?d?d?d?d?d?d	18310	3.0	13.0
?l?l?l?l?l?s?l?l?l?d	18267	3.0	10.0
?u?u?d?d?d?d?l?l	18255	3.0	8.0
?d?d?d?d?d?d?l?s	18243	3.0	8.0
?l?l?s?l?l?d?d	18034	3.0	7.0
?l?l?l?s?l?l?l?d?d?d	18022	3.0	10.0
?u?l?l?l?u?d?d	17963	3.0	7.0
?u?l?l?d?l?l?l	17960	3.0	7.0
?u?l?l?l?l?l?l?l?l?d?d?d?d?d?d	17932	3.0	15.0
?d?d?d?d?d?d?d?d?s?l?l?l?l?l?l?l?l?l?l?l?l	17768	3.0	21.0
?l?l?l?s?l?l?l?l?l?d	17746	3.0	10.0
?d?u?l?u?u?l?l	17733	3.0	7.0
?d?l?l?l?l?l?l?l?l?s	17635	3.0	10.0
?u?d?d?d?d?d?d?d?l	17631	3.0	9.0
?d?u?l?l?l?l	17631	3.0	6.0
?u?l?l?l?u?l?l?l?l?l?d?d	17623	3.0	12.0
?u?l?l?u?l?l?d?d?d	17603	3.0	9.0
?l?l?l?l?l?l?l?l?l?d?d?d?d?s	17595	3.0	14.0
?d?d?d?d?u?l?l?l?l?l?l?l	17498	3.0	12.0
?u?l?l?d?d?u?l?l	17440	3.0	8.0
?d?d?d?d?d?d?d?d?l?u	17423	3.0	10.0
?u?l?d?u?u?l?l	17388	3.0	7.0
?l?u?d?d?d?d?d?d	17367	3.0	8.0
?l?l?l?d?d?d?d?d?s	17311	3.0	9.0
?l?l?s?d?d?d?d?d	17270	3.0	8.0
?u?l?l?l?u?l?l?l?l?d	17257	3.0	10.0
?s?l?l?l?d?d?d?d	17245	3.0	8.0
?u?u?u?l?l?l?l?d?d	17231	3.0	9.0
?u?l?l?l?l?l?l?l?d?l	17160	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d	17119	3.0	16.0
?l?u?d?u?u?l?l	17109	3.0	7.0
?s?d?l?l?l?l?l?l?l	17074	3.0	9.0
?d?d?d?s?l?l?l?l	17066	3.0	8.0
?u?u?u?u?u?u?u?u?u?l?d?l?d?l?d	17041	3.0	15.0
?l?d?l?u?u?l?u	16956	3.0	7.0
?d?d?d?d?d?d?l?l?s	16946	3.0	9.0
?u?u?u?l?l?l?l?d	16932	3.0	8.0
?l?l?l?l?s?s?d?d	16801	3.0	8.0
?d?d?s?l?l?l?l?l?l	16745	3.0	9.0
?u?u?u?d?d?l?l?l	16733	3.0	8.0
?s?l?l?l?l?l?l?d?d?d	16722	3.0	10.0
?l?l?l?u?d?d?d?d	16706	3.0	8.0
?d?l?l?u?u?l?u	16671	3.0	7.0
?u?l?l?l?l?s	16667	3.0	6.0
?d?d?d?d?d?d?d?d?u?l?l	16665	3.0	11.0
?u?l?l?l?l?l?l?u?d?d	16564	3.0	10.0
?u?l?l?l?l?u?l?l?l?l?d	16548	3.0	11.0
?u?l?u?l?l?l?d?d	16519	3.0	8.0
?u?l?l?l?d?d?l?l?l	16496	3.0	9.0
?s?l?l?l?l?l?d?d?d	16483	3.0	9.0
?u?l?d?d?l?l?d?d	16437	3.0	8.0
?l?l?l?l?l?s?l?l?l?l?l?d?d	16435	3.0	13.0
?l?l?l?l?l?s?l?l?l?l?d?d	16426	3.0	12.0
?l?l?d?u?u?l?u	16392	3.0	7.0
?u?l?l?l?l?d?l	16345	3.0	7.0
?l?l?l?l?l?l?l?l?d?u	16214	3.0	10.0
?l?l?l?l?l?l?l?d?u	16207	3.0	9.0
?s?l?l?l?l?d?d	16204	3.0	7.0
?u?l?l?l?d?l?l	16149	3.0	7.0
?u?l?l?l?l?u?l?l?l?l?l?d?d	16122	3.0	13.0
?u?l?l?d?u?l?u	16071	3.0	7.0
?d?l?l?u?u?u?l	16054	3.0	7.0
?l?d?l?u?u?u?l	15982	3.0	7.0
?l?l?l?l?l?l?l?l?l?l?l?s?d	15952	3.0	13.0
?u?u?u?s?d?d?d?d	15943	3.0	8.0
?u?l?d?d?u?l	15858	3.0	6.0
?u?l?l?l?u?d?d?d	15801	3.0	8.0
