Mask	Count	Complexity	Length
?l?l?l?d?l?l?l?d?s?l	61	3.0	10.0
?l?d?l?l?u?u?l?d?d	61	3.0	9.0
?d?u?l?l?u?l?l?l?l?d?d	61	3.0	11.0
?l?l?d?d?s?l?l?l?s?l?l?l	61	3.0	12.0
?u?s?u?u?l?l?d?d	61	4.0	8.0
?l?s?l?d?l?l?d?l?l?l	61	3.0	10.0
?u?u?d?d?d?d?d?l?d	61	3.0	9.0
?l?l?d?s?d?d?d?l?l?l?l?l?l?l?l?d?d	61	3.0	17.0
?d?u?l?l?d?l?u?u?l	61	3.0	9.0
?l?l?u?d?d?l?u?u?u	61	3.0	9.0
?u?d?l?u?d?u?u?u?l	61	3.0	9.0
?l?l?l?d?d?d?d?d?d?d?d?s?l	61	3.0	13.0
?d?l?s?s?s?s?s	61	3.0	7.0
?u?d?u?l?l?u?d?l?u	61	3.0	9.0
?l?u?d?l?l?d?l?u?d	61	3.0	9.0
?l?d?s?d?l?s	61	3.0	6.0
?l?s?d?l?l?l?l?d?l?l	61	3.0	10.0
?s?l?u?d?d?d?d?d	61	4.0	8.0
?l?d?u?u?l?u?d?l?u	61	3.0	9.0
?u?l?l?l?l?l?s?u?l?l?l?l?s?d?d?d?d	61	4.0	17.0
?d?s?l?l?l?l?l?s?l?l?l?a?s?l?l?l?l?l?d?d	61	3.0	20.0
?d?s?l?l?l?l?s?l?l?a?s?d?d?d?d?d?d	61	3.0	17.0
?d?d?d?d?d?l?l?d?u	61	3.0	9.0
?u?l?l?l?l?l?l?s?u?l?l?l?l?s	61	3.0	14.0
?d?l?l?u?s?l?l?l	61	4.0	8.0
?u?d?d?u?l?l?l?l?l?d?d	61	3.0	11.0
?u?l?d?l?d?l?u?d?u	61	3.0	9.0
?d?l?d?s	61	3.0	4.0
?l?l?l?s?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d	61	3.0	21.0
?u?d?u?u?u?l?u?l?d	61	3.0	9.0
?l?s?d?s?d?s	61	3.0	6.0
?u?d?u?u?u?s?s	61	3.0	7.0
?u?l?d?l?l?l?s?d?d?d?d	61	4.0	11.0
?l?s?l?d?l?l?d?l?d?l	61	3.0	10.0
?l?u?u?d?d?u?u?u?u?u	61	3.0	10.0
?s?s?d?d?a?s?l?l?l?d?d?d?d?d?d?d?d	61	3.0	17.0
?d?d?d?s?d?d?s?d?d?s?d?d?a?s?l?l?l?l?l?l?l?d?d?d	61	3.0	24.0
?l?d?d?l?d?d?d?l?s	61	3.0	9.0
?l?d?l?l?l?s?l?l?l?l?s?l?l	61	3.0	13.0
?u?u?u?l?l?l?d?l?d?l	61	3.0	10.0
?u?s?l?l?d?l?l?l?d?d	61	4.0	10.0
?l?u?l?l?l?d?l?l?l?l?l?l	61	3.0	12.0
?l?u?u?d?d?u?u?u?l	61	3.0	9.0
?l?d?l?l?l?s?s?l?l	61	3.0	9.0
?l?l?l?s?a?s?l?d?d?d?d	61	3.0	11.0
?d?l?l?l?s?s?l?l?l	61	3.0	9.0
?u?l?l?l?l?u?l?l?l?l?d?d?d?d?l	61	3.0	15.0
?u?l?l?l?l?l?l?d?l?d?l?d?l	61	3.0	13.0
?u?l?l?d?d?d?d?d?d?d?d?u?u?d?u?d?d	61	3.0	17.0
?d?d?u?l?d?u?l?l?l?l	61	3.0	10.0
?d?l?d?d?l?l?d?d?s?u?u?u?u?u?u	61	4.0	15.0
?u?d?l?u?l?d?d?u?l	61	3.0	9.0
?l?l?l?d?d?d?d?d?d?d?d?d?s?d	61	3.0	14.0
?u?u?u?d?d?d?d?s?s?s?s	61	3.0	11.0
?l?l?l?d?d?d?d?d?d?d?d?d?s?l?l?s?l?l?l	61	3.0	19.0
?l?d?u?l?u?l?u?l?l?u	61	3.0	10.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	61	3.0	23.0
?d?u?l?l?u?u?d?l?l	61	3.0	9.0
?d?u?d?u?l?u?l?u?l	61	3.0	9.0
?l?l?u?d?d?d?d?u?l	61	3.0	9.0
?l?u?u?d?l?l?d?l?u	61	3.0	9.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l	61	3.0	21.0
?s?u?l?u?d?d?d?d?s	61	4.0	9.0
?u?u?s?u?s?d?d?d	61	3.0	8.0
?u?l?l?u?l?l?l?l?l?u?u?d	61	3.0	12.0
?l?l?d?u?u?d?d?d?d?d	61	3.0	10.0
?u?l?l?u?l?l?l?l?l?u?l?u?d?d	61	3.0	14.0
?l?l?l?l?l?l?l?l?l?d?d?d?s?s?d?d?s	61	3.0	17.0
?u?u?l?l?l?d?d?l?l?l?l	61	3.0	11.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?s?l?l	61	3.0	27.0
?d?d?u?u?u?u?u?l?d?d	61	3.0	10.0
?u?u?d?d?d?d?d?l?l?l?l?l	61	3.0	12.0
?l?l?l?d?d?d?d?d?d?d?s?d?d	61	3.0	13.0
?d?d?d?d?l?l?s?s?d?d?a?s	61	3.0	12.0
?u?l?l?d?d?l?l?d?u?u	61	3.0	10.0
?u?l?l?l?l?d?d?l?d?s	61	4.0	10.0
?u?l?u?u?l?d?l?d?l	61	3.0	9.0
?l?l?d?l?d?d?s?d	61	3.0	8.0
?d?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?s	61	3.0	18.0
?d?d?d?d?s?s?u?l?l	61	4.0	9.0
?d?d?d?d?l?l?l?l?l?u?s	61	4.0	11.0
?d?d?l?d?d?l?d?d?a?s	61	3.0	10.0
?s?u?l?u?l?d?d?d	61	4.0	8.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l	61	3.0	22.0
?u?l?l?l?d?d?s?s?d?d?a?s	61	4.0	12.0
?d?l?u?d?l?l?u?l?l	61	3.0	9.0
?d?d?s?d?d?s?u?l?l?l	61	4.0	10.0
?u?l?l?l?l?l?l?d?d?l?l?l?s	61	4.0	13.0
?u?d?d?u?l?l?u?u?u	61	3.0	9.0
?u?l?l?l?d?d?u?d?l	61	3.0	9.0
?l?l?l?l?l?d?d?d?d?s?d?d?d?d?s?l?l?l?l?s?l?l	61	3.0	22.0
?u?u?l?l?u?d?d?l?l	61	3.0	9.0
?l?l?l?s?l?l?l?l?l?l?l?l?d?u	61	4.0	14.0
?u?l?l?l?l?l?s?u?l?l?l?s?d?d?d	61	4.0	15.0
?u?l?l?l?l?l?l?l?l?l?d?d?l?d	61	3.0	14.0
?u?l?u?l?l?u?s?d?d	61	4.0	9.0
?u?u?l?l?l?d?l?d?l?d	61	3.0	10.0
?d?l?u?d?l?l?d?d?d?d	61	3.0	10.0
?l?l?d?u?l?l?d?u?d	61	3.0	9.0
?u?l?u?l?u?l?u?u?d?d?d	61	3.0	11.0
?l?u?l?u?u?d?l?d?u	61	3.0	9.0
?l?d?u?l?d?u?u?l?d	61	3.0	9.0
?l?u?l?d?l?l?l?l?l?d	61	3.0	10.0
?l?u?u?l?l?l?l?l?l?d?d?d	61	3.0	12.0
?u?d?d?u?s?u?d	61	3.0	7.0
?l?l?l?d?d?d?d?d?d?d?u?u?u?u	61	3.0	14.0
?u?u?l?l?l?d?d?u?d	61	3.0	9.0
?l?l?d?d?d?d?d?u?l?l	61	3.0	10.0
?u?u?u?s?s?l?l?l?l	61	3.0	9.0
?s?d?d?d?d?d?d?d?d?l?l?l?l?s	61	3.0	14.0
?l?s?d?d?d?d?l?d	61	3.0	8.0
?u?d?l?l?l?d?d?l?l?l?l?l	61	3.0	12.0
?l?l?l?u?d?d?u?u?l	61	3.0	9.0
?u?d?u?u?d?l?l?l?u	61	3.0	9.0
?u?d?l?l?d?u?u?u?l	61	3.0	9.0
?l?l?l?l?s?l?l?l?l?l?d?d?d?d?s?l?l?l?l?l?l?s?l?l	61	3.0	24.0
?l?l?l?u?d?l?l?u?d?l	61	3.0	10.0
?u?u?l?d?u?u?u?d?u?l?u	61	3.0	11.0
?u?s?d?u?l?l	61	4.0	6.0
?d?d?s?l?l?l?l?a?s?d?d?d	61	3.0	12.0
?u?u?l?d?u?u?u?d?u?l?l?d?u?u?s?s	61	4.0	16.0
?u?l?l?u?d?d?s?d?d	61	4.0	9.0
?u?l?u?u?l?l?l?u?d?d?d?d	61	3.0	12.0
?d?l?l?u?d?u?u?u?d	61	3.0	9.0
?l?l?s?l?d?d?l?d?d	61	3.0	9.0
?u?d?l?l?l?d?d?l?u	61	3.0	9.0
?u?l?l?d?l?u?l?l?l?l?d	61	3.0	11.0
?l?l?l?l?l?l?d?d?d?a?s?s	61	3.0	12.0
?u?l?s?l?d?d?d?d?d?d?d?d	61	4.0	12.0
?l?l?l?l?l?l?s?l?l?l?l?l?d?d?d?d?s?l?l?l?l?l?l?s?l?l	61	3.0	26.0
?l?s?s?d?d?a?s?l?l?l?l?l?l?l?l?l?l	61	3.0	17.0
?s?l?l?l?a?s?l?l?l?l?l?d?d	61	3.0	13.0
?u?d?l?l?l?d?l?d?l?l?l?l	61	3.0	12.0
?l?s?s?d?d?d?a?s?l?l?l	61	3.0	11.0
?l?l?l?u?u?u?u?u?d?d?d?d?d	61	3.0	13.0
?u?l?d?l?l?l?l?d?d?d?d?d?d	61	3.0	13.0
?l?l?l?l?l?l?s?l?l?d?d?s?l?l?l?l?s?l?l	61	3.0	19.0
?l?d?l?u?d?u?u?l?u	61	3.0	9.0
?u?l?u?l?l?d?l?d?u	61	3.0	9.0
?d?d?d?d?d?d?d?d?l?l?l?l?a?s?d?d?d?d?d?d?d?d?d?d	61	3.0	24.0
?l?d?l?u?d?u?l?d?u	61	3.0	9.0
?l?l?l?d?d?d?l?l?l?d?d?d?u	61	3.0	13.0
?u?l?l?l?l?l?l?l?u?l?l?l?l?d?d?d?d?d	61	3.0	18.0
?l?l?l?d?d?d?l?l?l?d?d?s	61	3.0	12.0
?s?l?l?l?l?a?s?d?d?d?d?d?d?d?d?d?d?d?s?l?l?l?l?a?s	61	3.0	25.0
?u?l?l?l?l?l?d?l?d?l?l?d	61	3.0	12.0
?u?d?l?l?l?u?d?l?l?d?l	61	3.0	11.0
?d?d?d?d?l?u?u?u?d?d?d?d	61	3.0	12.0
?u?u?d?u?u?l?u?l?u?u	61	3.0	10.0
?u?s?u?u?u?d?d?d?d?d?d	61	3.0	11.0
?d?d?d?s?s?s?l?l?l?l?l?l?l?l	61	3.0	14.0
?u?u?u?l?u?u?d?l?d	61	3.0	9.0
?d?d?d?l?l?u?l?l?d?d	61	3.0	10.0
?l?l?l?l?l?l?d?d?d?d?d?d?d?s?d?s?l?l?l?l?l?l?l?s?l?l?l	61	3.0	27.0
?l?l?s?l?d?s?l?d	61	3.0	8.0
?d?d?d?d?s?u?u?s	61	3.0	8.0
?u?u?d?d?l?l?d?d?u?l	61	3.0	10.0
?l?u?d?d?d?l?u?d?d	61	3.0	9.0
?l?u?d?d?d?l?l?u?l	61	3.0	9.0
?s?l?l?l?d?l?l?d?s	61	3.0	9.0
?l?l?l?l?l?l?l?d?d?s?s?d	61	3.0	12.0
?l?u?l?u?l?u?l?d?u?u	61	3.0	10.0
?l?l?l?l?l?l?l?l?l?d?d?s?s?d?d	61	3.0	15.0
?d?d?u?u?u?l?l?u?l	61	3.0	9.0
?s?l?l?a?s?l?l?l?l?l?l?l?d?d	61	3.0	14.0
?d?l?u?d?d?l?l?d?d?d	61	3.0	10.0
?u?u?d?l?l?l?l?d?d?d?d?d?d	61	3.0	13.0
?u?l?l?d?u?l?l?d?u?u	61	3.0	10.0
?l?l?l?l?l?l?a?s?l?l?d	61	3.0	11.0
?d?d?d?l?d?d?d?u?u	61	3.0	9.0
?l?l?l?l?l?l?a?s?a?s?d?d	61	3.0	12.0
?l?l?l?d?d?d?u?l?d	61	3.0	9.0
?u?d?u?l?u?u?u?d?u	61	3.0	9.0
?s?l?d?s?l?l	61	3.0	6.0
?u?l?l?l?l?l?u?l?l?l?l?l?l?l?l?l?l?d?d	61	3.0	19.0
?d?d?d?l?d?d?d?u?d?d?d	61	3.0	11.0
?l?l?s?d?d?d?s?l?l?l?l?s?l?l	61	3.0	14.0
?d?d?l?l?l?l?l?l?u?u?u?u?u	61	3.0	13.0
?d?l?l?s?l?l?l?l?l?l?l?l?l?l	61	3.0	14.0
?d?l?u?l?l?l?l?l?u?d	61	3.0	10.0
?l?l?l?l?s?l?l?l?l?l?l?d?d?d?d?d?d?d?d?d	61	3.0	20.0
?l?s?u?d?l?l?l?l	61	4.0	8.0
?s?l?d?l?l?l?d?d?d?d	61	3.0	10.0
?d?u?u?u?u?l?l?d?u	61	3.0	9.0
?l?u?u?u?u?u?u?u?u?d?d?d?d?d	61	3.0	14.0
?u?l?u?l?l?l?l?l?l?l?d?d?d?d?d?d	61	3.0	16.0
?d?u?u?u?u?l?u?u?u?d	61	3.0	10.0
?u?u?u?u?u?u?l?l?l?l?l?l?d?d?d?d?d?d	61	3.0	18.0
?u?l?l?d?l?u?s	61	4.0	7.0
?l?d?u?l?l?l?s	61	4.0	7.0
?u?d?l?l?l?l?u?d?d?d?d	61	3.0	11.0
?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l?a?s	61	3.0	19.0
?l?l?l?l?l?l?d?a?s?a?s	61	3.0	11.0
?u?l?l?s?l?u?l	61	3.0	7.0
?s?l?l?d?l?l?l?u	61	4.0	8.0
?l?l?l?u?u?u?u?u?u?u?l?l?d?d	61	3.0	14.0
?l?l?s?d?l?s?l?l?l	61	3.0	9.0
?d?d?l?l?l?l?l?l?s?l?l?l?l?l?l?d?d	61	3.0	17.0
?l?l?s?d?l?l?s?l?l	61	3.0	9.0
?d?d?d?d?d?d?l?u?u?d?u?d?d	61	3.0	13.0
?u?l?l?s?u?s?u?l?l?l	61	3.0	10.0
?u?l?l?l?l?l?u?l?l?l?l?u?l?l?d?d	61	3.0	16.0
?l?l?d?l?d?u?d?d?d?d	61	3.0	10.0
?l?s?s?l?d?l?l?l?l	61	3.0	9.0
?l?l?l?l?l?d?s?l?l?l?l?l?l?s?l?l?l?u?l?l	61	4.0	20.0
?l?s?u?u?u?l	61	3.0	6.0
?l?u?l?d?u?l?u?d?l	61	3.0	9.0
?u?u?l?d?u?u?l?d?u?u?u?d?u?l?s?s	61	4.0	16.0
?u?d?l?l?l?d?u?l?u	61	3.0	9.0
?d?d?d?u?l?l?l?l?l?l?l?l?l?d?d	61	3.0	15.0
?u?l?l?d?s?d?s	61	4.0	7.0
?u?l?l?d?s?d?s?d	61	4.0	8.0
?u?d?l?l?l?u?d?l?l?l?l?l	61	3.0	12.0
?u?l?l?l?l?l?l?l?u?l?l?l?d?d?s	61	4.0	15.0
?l?l?l?l?d?d?d?l?l?l?l?l?l?l?l?s?l?l?l?l?l?s?l?l?l	61	3.0	25.0
?l?u?d?d?l?u?l?u?l?l	61	3.0	10.0
?l?l?l?l?l?l?s?l?l?l?l?l?l?l?s?d?d?d?d?d?d?d	61	3.0	22.0
?u?l?l?u?l?d?d?d?l?l	61	3.0	10.0
?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?s?s	61	3.0	23.0
?l?s?l?l?l?l?s?d?l	61	3.0	9.0
?l?l?l?l?l?d?d?u?l?l?l?l?l?l?l	61	3.0	15.0
?l?u?l?d?l?u?l?u?u?l	61	3.0	10.0
?d?d?d?s?l?s?d?d	61	3.0	8.0
?l?l?s?l?l?l?l?l?s?l?d	61	3.0	11.0
?u?u?l?u?d?u?l?u?u?l	61	3.0	10.0
?u?l?l?l?s?u?l?l?l?d?d?d?d?d?d	61	4.0	15.0
?u?d?l?d?u?l?u?u?l	61	3.0	9.0
?d?u?l?l?u?d?u?l?l	61	3.0	9.0
?l?d?l?s?l?l?s?l?l?l	61	3.0	10.0
?u?l?l?l?l?l?d?s?d?s?d	61	4.0	11.0
?u?l?l?d?l?l?l?l?d?d?l?l	61	3.0	12.0
?d?u?d?l?d?l?d?u?d	61	3.0	9.0
?u?l?u?u?d?d?l?u?u	61	3.0	9.0
?u?l?l?l?l?l?l?l?l?l?d?s?s?s	61	4.0	14.0
?u?l?u?u?l?d?u?u?u?d	61	3.0	10.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l?s?d?d	61	3.0	23.0
?d?s?u?l?l?l?l?l?l?s	61	4.0	10.0
?l?l?l?l?l?l?s?d?l?l?l?u?l?s?l?l?l?l?l?l	61	4.0	20.0
?u?u?u?l?l?l?l?l?l?l?l?s?d?d	61	4.0	14.0
?u?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l?l	61	3.0	18.0
?l?d?l?d?l?d?u?d?u?d	61	3.0	10.0
?l?l?u?l?u?d?d?d?d?d?d	61	3.0	11.0
?d?d?d?s?l?l?l?l?s?s	61	3.0	10.0
?l?l?l?l?u?d?l?l?d?d	61	3.0	10.0
?l?l?d?l?l?d?l?u?l?l	61	3.0	10.0
?l?s?l?l?l?l?l?l?l?l?s?d?d?d	61	3.0	14.0
?l?l?l?l?l?d?d?s?l?l?l?l?l?l?l?l?l?l	61	3.0	18.0
?l?d?d?d?d?l?l?l?l?l?s	61	3.0	11.0
?l?u?u?d?l?u?l?d?l	61	3.0	9.0
?u?d?l?d?l?u?l?l?d?l	61	3.0	10.0
?u?d?l?l?u?l?l?l?l?l?d?d?d?d?d	61	3.0	15.0
?s?l?l?l?l?l?s?s?d?d?d?d	61	3.0	12.0
?u?d?u?d?l?u?d?u?u?u	61	3.0	10.0
?l?d?l?d?l?l?d?l?s?s	61	3.0	10.0
?u?u?u?d?d?d?u?u?u?s	61	3.0	10.0
?u?d?l?l?u?l?d?u?u	61	3.0	9.0
?u?u?d?d?d?d?d?d?d?d?d?d?d?l?l?l	61	3.0	16.0
?u?u?l?u?d?u?l?d?l	61	3.0	9.0
?l?s?l?l?l?l?l?s?l?l?d?d	61	3.0	12.0
?l?d?l?s?l?d?d?l?l	61	3.0	9.0
?u?l?l?l?s?s?s?u?l?l?l	61	3.0	11.0
?l?d?l?d?l?d?d?d?u	61	3.0	9.0
?u?d?u?l?u?l?l?d?d	61	3.0	9.0
?u?d?l?d?s?s	61	4.0	6.0
?u?l?l?d?l?l?l?l?l?d?d?l	61	3.0	12.0
?u?s?u?a?s?l?d?d?d?d?d?d?d?u	61	4.0	14.0
?l?u?d?d?l?u?l?d?l	61	3.0	9.0
?l?d?l?d?l?d?l?d?l?s?l	61	3.0	11.0
?l?l?d?d?d?l?l?l?u?u?d?u?d?d	61	3.0	14.0
?l?l?l?l?d?d?d?s?d?l	61	3.0	10.0
?l?d?d?d?d?d?d?d?l?l?s	61	3.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?d?d?d?s?l?l?l?l?l	61	3.0	20.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?d?d?d?d?d?d	61	3.0	23.0
?d?d?d?l?d?l?l?l?s	61	3.0	9.0
?l?s?l?s?d?d?s?d?d?s	61	3.0	10.0
?d?u?u?u?l?u?l?l?d	61	3.0	9.0
?l?u?d?d?l?l?d?u?u	61	3.0	9.0
?l?u?u?d?u?d?d?l?l	61	3.0	9.0
?l?u?d?u?u?l?l?l?u?d	61	3.0	10.0
?u?u?d?l?d?l?d?d?l?l	61	3.0	10.0
?d?l?d?l?d?s?s	61	3.0	7.0
?l?l?l?l?l?d?l?l?l?l?l?l?s?l?l?l?l?l?l?l	61	3.0	20.0
?l?d?d?d?d?d?d?d?d?l?s?l?l?l?l?s?l?l	61	3.0	18.0
?u?u?l?u?u?u?u?d?l?l	61	3.0	10.0
?l?u?l?d?u?u?u?d?l	61	3.0	9.0
?s?l?l?l?l?l?d?l?d?l	61	3.0	10.0
?l?l?l?l?l?d?l?l?l?l?l?s?s	61	3.0	13.0
?l?d?l?u?d?l?u?d?l	61	3.0	9.0
?u?d?l?l?l?u?l?l?l?l?d?d	61	3.0	12.0
?u?l?u?u?l?u?l?l?l?l?u?u?d?d	61	3.0	14.0
?u?u?l?u?l?l?u?u?l?u?l?u?d?d	61	3.0	14.0
?d?u?l?l?d?l?l?l?d?d	61	3.0	10.0
?u?d?u?l?u?l?u?d?l	61	3.0	9.0
?l?u?u?d?l?u?u?u?u?d	61	3.0	10.0
?l?l?l?l?u?u?l?s	61	3.0	8.0
?u?u?d?l?d?l?d?d?d	61	3.0	9.0
?u?u?u?l?l?l?l?l?l?u?l?l?d?d	61	3.0	14.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l?l?d?d	61	3.0	23.0
?d?l?l?l?l?l?l?s?l?l?l?l?l?l?l?s?l?l	61	3.0	18.0
?l?s?l?l?s?l?d?l?l?l	61	3.0	10.0
?l?d?l?s?s?l?l?l?l	61	3.0	9.0
?u?d?l?l?d?d?d?d?l?l	61	3.0	10.0
?l?l?l?l?l?d?l?l?l?l?d?d?s	61	3.0	13.0
?l?u?d?u?u?l?l?l?d?u	61	3.0	10.0
?l?s?l?l?s?l?l?d?l?l	61	3.0	10.0
?u?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l?l?l	61	3.0	20.0
?u?l?u?u?d?d?s	61	4.0	7.0
?l?d?d?d?d?d?d?l?d?s	61	3.0	10.0
?l?d?u?l?l?u?d?u?u	61	3.0	9.0
?u?l?l?l?l?l?d?l?l?u?l	61	3.0	11.0
?d?l?l?l?l?l?l?s?s?d?d?s	61	3.0	12.0
?l?l?l?l?l?l?l?d?l?l?l?l?l?l?l?l?l?l?s?l?l?l?s?l?l?l	61	3.0	26.0
?l?u?l?u?l?l?l?l?u?l?l?l?d?d	61	3.0	14.0
?u?u?u?u?l?l?u?u?l?l?l?l?d?d	61	3.0	14.0
?u?l?l?l?l?l?l?l?s?u?s	61	3.0	11.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?d?s?l?l?l?l?l?s?l?l?l	61	3.0	24.0
?l?l?l?l?l?d?d?d?d?d?s?l?l?l?l?l?l?s?l?s?d	61	3.0	21.0
?l?u?l?u?d?d?l?l?l?l	61	3.0	10.0
?u?l?l?l?l?s?s?d?d?a?s?d?d	61	4.0	13.0
?l?d?d?l?d?l?d?d?s?u?u?u?u?u?u	61	4.0	15.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?d?d?d?d?s?l?l?l?l?l?s?l?l?l	61	3.0	27.0
?u?u?l?l?l?l?d?s?s	61	4.0	9.0
?l?u?d?l?l?u?u?l?d?u	61	3.0	10.0
?l?l?l?l?l?s?l?l?l?l?d?s?l?l?l?l?l?l?l?s?l?l	61	3.0	22.0
?d?d?s?l?l?l?s?d?d?s?l?l?l?s?d?d	61	3.0	16.0
?u?u?d?d?d?d?l?l?u?u	61	3.0	10.0
?u?u?u?u?u?d?u?u?u?s?u?u	61	3.0	12.0
?d?s?l?l?l?l?l?l?l?l?l?s	61	3.0	12.0
?u?l?l?l?d?l?l?l?l?s?l	61	4.0	11.0
?l?d?u?d?l?u?l?l?d	61	3.0	9.0
?u?u?l?l?l?l?l?d?s?d	61	4.0	10.0
?d?l?l?d?s?d?d?d?d	61	3.0	9.0
?u?l?d?u?u?u?l?d?d	61	3.0	9.0
?u?d?d?s?d?d?s?d?d?u	61	3.0	10.0
?u?d?d?l?l?l?l?l?l?l?l?l?l?l?l?l	61	3.0	16.0
?l?u?l?s?d?u?d?u	61	4.0	8.0
?u?l?u?l?s?l?l?d	61	4.0	8.0
?l?d?s?l?l?d?l?l?l?l	61	3.0	10.0
?l?l?u?d?u?l?l?d?u?l	61	3.0	10.0
?u?u?l?d?l?l?d?l?l?d	61	3.0	10.0
?d?u?l?s?l?u?d?u	61	4.0	8.0
?l?l?l?l?l?l?l?l?l?l?d?l?l?s?l?l?l?l?l?s?l?l?l	61	3.0	23.0
?l?l?d?d?u?u?u?d?l	61	3.0	9.0
?d?d?d?l?l?l?d?u?u	61	3.0	9.0
?l?d?d?l?d?l?u?d?d?d	61	3.0	10.0
?d?u?l?l?u?u?u?d?l	61	3.0	9.0
?l?l?d?l?u?u?l?u?u?l	61	3.0	10.0
?l?l?l?l?d?d?d?d?l?s?l?l?l?l?s?l?l	61	3.0	17.0
?d?d?l?d?d?d?l?l?s?u?u?u?u?u?u	61	4.0	15.0
?d?d?d?d?s?s?s?l?l?l?l?l?l	61	3.0	13.0
?l?l?u?d?u?d?d?l?l	61	3.0	9.0
?u?l?l?l?l?d?u?l?l?l?l?l?d?d	61	3.0	14.0
?l?l?l?l?l?u?l?d?l?d	61	3.0	10.0
?l?l?l?l?s?u?s?u	61	3.0	8.0
?l?l?l?l?d?d?l?l?l?l?l?l?s?l?l?l?l?s?l?l	61	3.0	20.0
?u?l?u?u?u?l?d?u?d	61	3.0	9.0
?l?l?u?d?u?d?l?l?u	61	3.0	9.0
?u?s?l?l?l?l?s?u?l?l?l?l?l?l	61	3.0	14.0
?u?u?u?u?u?l?l?d?l?u	61	3.0	10.0
?l?u?l?u?d?d?l?u?l?u	61	3.0	10.0
?s?s?d?d?l	61	3.0	5.0
?l?d?l?l?l?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?s?l?l?l	61	3.0	25.0
?u?u?s?u?u?d?d?d?d?d	61	3.0	10.0
?d?l?l?u?d?l?l?u?d	61	3.0	9.0
?l?d?l?d?l?l?s?l?l?d	61	3.0	10.0
?l?d?s?l?l?l?d?l?d	61	3.0	9.0
?l?l?l?l?l?l?s?s?d?d?d?a?s?s?s?d?d?d?a?s	61	3.0	20.0
?u?l?l?l?l?l?l?d?l?l?s?l?l?l?l?l?d?l	61	4.0	18.0
?u?l?l?l?d?l?l?l?l?d?d?s	61	4.0	12.0
?d?d?d?d?d?d?d?l?l?l?l?l?l?s?d?d	61	3.0	16.0
?l?u?l?l?l?d?u?d?d	61	3.0	9.0
?d?l?d?l?l?l?s?l?l	61	3.0	9.0
?d?d?d?d?s?d?d?u?u	61	3.0	9.0
?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l?s?l?l?l?l?l	61	3.0	21.0
?l?l?l?u?s?l?l?u	61	3.0	8.0
?l?d?s?l?d?s?l?d?d	61	3.0	9.0
?l?l?l?l?l?s?l?l?l?l?l?l?d?l?l?l	61	3.0	16.0
?d?d?d?d?d?d?u?l?u?d?d	61	3.0	11.0
?l?u?d?l?l?l?u?l?d?u	61	3.0	10.0
?u?d?d?l?u?u?l?l?l	61	3.0	9.0
?s?s?d?d?a?s?l?l?l?l?l?l?l?l?l?l?d?d	61	3.0	18.0
?l?d?l?l?l?s?d?d?l	61	3.0	9.0
?d?u?l?l?u?u?u?l?u?u	61	3.0	10.0
?l?d?u?u?l?l?u?u?u?l	61	3.0	10.0
?d?l?u?l?l?l?l?l?l?l?l?l?l?l?l	61	3.0	15.0
?d?d?d?d?l?d?d?d?d?d?d?d?d?d?l?d?d?s?d?d?d?d?d?d?d?d	61	3.0	26.0
?u?l?l?l?l?s?l?s?u?l?l?l	61	3.0	12.0
?l?l?l?l?d?u?u?l?l?l?l	61	3.0	11.0
?s?s?d?d?s?l?l?l?l?l?l?l?l?l?l?d?d	61	3.0	17.0
?u?d?u?l?l?l?u?d?d	61	3.0	9.0
?d?u?u?l?u?l?u?l?d	61	3.0	9.0
?u?u?s?l?d?l	61	4.0	6.0
?l?l?l?l?l?l?d?d?s?s?l	61	3.0	11.0
?u?u?u?u?u?u?u?u?d?d?l?l?l?l?l?l	61	3.0	16.0
?s?s?l?l?d?d?l?l?d?d	61	3.0	10.0
?u?u?d?d?s?d?d?s	61	3.0	8.0
?u?u?u?d?d?d?d?d?l?l?l?l?l	61	3.0	13.0
?u?d?l?d?l?u?u?l?u	60	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?d	60	3.0	23.0
